round,loss
1,1185.1781005859375
2,661.2435302734375
3,236.7483367919922
4,217.34970092773438
5,198.5533905029297
6,97.93163299560547
7,80.63424682617188
8,140.42803955078125
9,63.67964553833008
10,49.293094635009766
