round,time
1,10.15136194229126
2,31.323900938034058
3,106.28540086746216
4,20.10278296470642
5,46.656482219696045
6,89.49839806556702
7,19.47187876701355
8,41.67492079734802
9,83.24899506568909
10,17.717844009399414
