round,loss
1,157.41880798339844
2,64.76314544677734
3,37.29813003540039
4,37.381771087646484
5,31.823455810546875
6,32.0751953125
7,30.814876556396484
8,28.54197883605957
9,28.944461822509766
10,28.428556442260742
