round,time
1,65.76675796508789
2,59.233328104019165
3,58.74393916130066
4,61.04806590080261
5,58.50985622406006
6,57.32514309883118
7,57.01033902168274
8,56.79475808143616
9,57.02041506767273
10,56.91285681724548
