round,time
1,35.079811096191406
2,43.164260149002075
3,55.31138467788696
4,40.71541476249695
5,41.194648027420044
6,52.29551386833191
7,40.53636312484741
8,44.587456941604614
9,49.69349193572998
10,40.4499990940094
