round,loss
1,31.136966705322266
2,15.396491050720215
3,12.101058006286621
4,11.72026538848877
5,10.706791877746582
6,9.254318237304688
7,9.95124626159668
8,9.158148765563965
9,8.489996910095215
10,9.003273010253906
