round,loss
1,123.25579833984375
2,24.63506317138672
3,15.662342071533203
4,13.586565017700195
5,13.71877384185791
6,10.091635704040527
7,11.395281791687012
8,12.474860191345215
9,9.071864128112793
10,10.982464790344238
