round,time
1,20.153186082839966
2,39.8289737701416
3,57.43716502189636
4,40.67896294593811
5,45.487977027893066
6,54.89498281478882
7,37.69355392456055
8,42.50918984413147
9,56.324424028396606
10,38.74616003036499
